,type,element_id,text,metadata,filename,page_number,coordinates,text_as_html,filetype,languages,last_modified,parent_id,label
46,ListItem,1d409cb4d628c578e440ad1a265b80a7,3. Why are sound waves called mechanical waves?,"{'coordinates': {'points': ((325.0, 854.0), (325.0, 909.0), (827.0, 909.0), (827.0, 854.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': '074a08c90679a41069762fae6d5ba3d3', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,074a08c90679a41069762fae6d5ba3d3,
47,ListItem,0ab4a1e310375fd1d6ca0596994e4713,4. Suppose you and your friend are on the moon. Will you be able to hear any sound produced by your friend?,"{'coordinates': {'points': ((325.0, 920.0), (325.0, 1056.0), (828.0, 1056.0), (828.0, 920.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': '074a08c90679a41069762fae6d5ba3d3', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,074a08c90679a41069762fae6d5ba3d3,
48,Title,4c39a970598277706faeb28dc53c288e,11.2.1 SOUND WAVES ARE LONGITUDINAL WAVES,"{'coordinates': {'points': ((220.0, 1098.0), (220.0, 1172.0), (845.0, 1172.0), (845.0, 1098.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
49,Title,b0675d66d5f79a54cc3a51df3ddfda06,Activity 11.4,"{'coordinates': {'points': ((232.0, 1209.0), (232.0, 1258.0), (798.0, 1258.0), (798.0, 1209.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
50,NarrativeText,d0ce04e459126791b424c0ddbb5d88d1,e Take a slinky. Ask your friend to hold one end. You hold the other end.,"{'coordinates': {'points': ((255.0, 1271.0), (255.0, 1321.0), (805.0, 1321.0), (805.0, 1271.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': 'b0675d66d5f79a54cc3a51df3ddfda06', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,b0675d66d5f79a54cc3a51df3ddfda06,
51,NarrativeText,2c2d58b156e3f577e7356bc030db6dff,Now stretch the slinky as shown in Fig. 11.5(a). Then give ita sharp push towards your friend.,"{'coordinates': {'points': ((317.0, 1334.0), (317.0, 1423.0), (806.0, 1423.0), (806.0, 1334.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': 'b0675d66d5f79a54cc3a51df3ddfda06', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,b0675d66d5f79a54cc3a51df3ddfda06,
52,NarrativeText,7bb47acbacc25d00aeed836964c12008,"° What do you notice? If you move your hand pushing and pulling the slinky alternatively, what will you observe?","{'coordinates': {'points': ((255.0, 1429.0), (255.0, 1517.0), (806.0, 1517.0), (806.0, 1429.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': 'b0675d66d5f79a54cc3a51df3ddfda06', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,b0675d66d5f79a54cc3a51df3ddfda06,
53,NarrativeText,88614e5760abeabb8c545ef830b71df5,"° If you mark a dot on the slinky, you will observe that the dot on the slinky will move back and forth parallel to the direction of the propagation of the disturbance.","{'coordinates': {'points': ((255.0, 1524.0), (255.0, 1672.0), (806.0, 1672.0), (806.0, 1524.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': 'b0675d66d5f79a54cc3a51df3ddfda06', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,b0675d66d5f79a54cc3a51df3ddfda06,
54,Title,30f7444924374275af17cc3e227a3e3d,R C R C R C R C,"{'coordinates': {'points': ((386.0, 1878.0), (386.0, 1894.0), (732.0, 1894.0), (732.0, 1878.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
55,Title,35f11d501de8f0b245270a247fa22ee9,(b) Fig. 11.5: Longitudinal wave in a slinky.,"{'coordinates': {'points': ((296.0, 1929.0), (296.0, 1988.0), (801.0, 1988.0), (801.0, 1929.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
56,Title,42161e63bd16f0c828b5b4a4378f20c6,SOUND,"{'coordinates': {'points': ((219.0, 2023.0), (219.0, 2039.0), (281.0, 2039.0), (281.0, 2023.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
57,Title,54442e8b947fb3b909db370c54bd2319,Rationalised 2023-24,"{'coordinates': {'points': ((746.0, 2193.0), (746.0, 2209.0), (954.0, 2209.0), (954.0, 2193.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
58,NarrativeText,29e17778a6b26c3f509e65cd8708b1b7,"The regions where the coils become closer are called compressions (C) and the regions where the coils are further apart are called rarefactions (R). As we already know, sound propagates in the medium as a series of compressions and rarefactions. Now, we can compare the propagation of disturbance ina slinky with the sound propagation in the medium. These waves are called longitudinal waves. In these waves the individual particles of the medium move in a direction parallel to the direction of propagation of the disturbance. The particles do not move from one place to another but they simply oscillate back and forth about their position of rest. This is exactly how a sound wave propagates, hence sound waves are longitudinal waves.","{'coordinates': {'points': ((894.0, 244.0), (894.0, 842.0), (1525.0, 842.0), (1525.0, 244.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': '54442e8b947fb3b909db370c54bd2319', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,54442e8b947fb3b909db370c54bd2319,
59,NarrativeText,8fe34e411e71ea543bb03d23212b4724,"There is also another type of wave, called a transverse wave. In a transverse wave particles do not oscillate along the direction of wave propagation but oscillate up and down about their mean position as the wave travels. Thus, a transverse wave is the one in which the individual particles of the medium move about their mean positions in a direction perpendicular to the direction of wave propagation. When we drop a pebble in a pond, the waves you see on the water surface is an example of transverse wave. Light is a transverse wave but for light, the oscillations are not of the medium particles or their pressure or density— it is not a mechanical wave. You will come to know more about transverse waves in higher classes.","{'coordinates': {'points': ((894.0, 849.0), (894.0, 1446.0), (1523.0, 1446.0), (1523.0, 849.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': '54442e8b947fb3b909db370c54bd2319', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,54442e8b947fb3b909db370c54bd2319,
60,Title,026e01ebc6f29bf9a5ea4875aa3940c2,11.2.2 CHARACTERISTICS OF A SOUND WAVE,"{'coordinates': {'points': ((898.0, 1483.0), (898.0, 1557.0), (1522.0, 1557.0), (1522.0, 1483.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
61,NarrativeText,780c36e02bfa2de03f5fedbcde3015a6,We can describe a sound wave by its e frequency e amplitude and e speed.,"{'coordinates': {'points': ((894.0, 1593.0), (894.0, 1728.0), (1406.0, 1728.0), (1406.0, 1593.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': '026e01ebc6f29bf9a5ea4875aa3940c2', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,026e01ebc6f29bf9a5ea4875aa3940c2,
62,NarrativeText,e56fe88c71b83f0ce0e3654e490e759c,"A sound wave in graphic form is shown in Fig. 11.6(c), which represents how density and pressure change when the sound wave moves in the medium. The density as well as the pressure of the medium at a given time varies with distance, above and below the average value of density and pressure. Fig. 11.6(a) and","{'coordinates': {'points': ((894.0, 1752.0), (894.0, 1993.0), (1528.0, 1993.0), (1528.0, 1752.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': '026e01ebc6f29bf9a5ea4875aa3940c2', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,026e01ebc6f29bf9a5ea4875aa3940c2,
63,UncategorizedText,7d950c4f00ce03564413f3dd743e1421,129,"{'coordinates': {'points': ((1426.0, 2022.0), (1426.0, 2039.0), (1468.0, 2039.0), (1468.0, 2022.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 3, 'parent_id': '026e01ebc6f29bf9a5ea4875aa3940c2', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,026e01ebc6f29bf9a5ea4875aa3940c2,
64,NarrativeText,6901bd6c6a81343dbd6def481e41724a,"Fig. 11.6(b) represent the density and pressure variations, respectively, as a sound wave propagates in the medium.","{'coordinates': {'points': ((176.0, 238.0), (176.0, 338.0), (804.0, 338.0), (804.0, 238.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'parent_id': '026e01ebc6f29bf9a5ea4875aa3940c2', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,026e01ebc6f29bf9a5ea4875aa3940c2,
65,NarrativeText,0f06b7351e2e90fb23d2c1ebd8af9812,"Compressions are the regions where particles are crowded together and represented by the upper portion of the curve in Fig. 11.6(c). The peak represents the region of maximum compression. Thus, compressions are regions where density as well as pressure is high. Rarefactions are the regions of low pressure where particles are spread apart and are represented by the valley, that is, the lower portion of the curve in Fig. 11.6(c). A peak is called the crest anda valley is called the trough of a wave.","{'coordinates': {'points': ((176.0, 345.0), (176.0, 764.0), (805.0, 764.0), (805.0, 345.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'parent_id': '026e01ebc6f29bf9a5ea4875aa3940c2', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,026e01ebc6f29bf9a5ea4875aa3940c2,
66,NarrativeText,a14f1d40138f1a4b8fe3b2484a96953b,"The distance between two consecutive compressions (C) or two consecutive rarefactions (R) is called the wavelength, as shown in Fig. 11.6(c), The wavelength is usually represented by A (Greek letter lambda). Its SI unit is metre (m).","{'coordinates': {'points': ((177.0, 770.0), (177.0, 963.0), (805.0, 963.0), (805.0, 770.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'parent_id': '026e01ebc6f29bf9a5ea4875aa3940c2', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,026e01ebc6f29bf9a5ea4875aa3940c2,
67,NarrativeText,aa081ca557ca0a032a87dd17c141964f,"Frequency tells us how frequently an event occurs. Suppose you are beating a drum. How many times you are beating the drum in unit time is called the frequency of your beating the drum. We know that when sound is propagated through a medium, the","{'coordinates': {'points': ((855.0, 766.0), (855.0, 961.0), (1486.0, 961.0), (1486.0, 766.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'parent_id': '026e01ebc6f29bf9a5ea4875aa3940c2', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,026e01ebc6f29bf9a5ea4875aa3940c2,
68,Title,16b00bff773b56afe70b1224fab1fcf3,Density variations,"{'coordinates': {'points': ((741.0, 1031.0), (741.0, 1055.0), (974.0, 1055.0), (974.0, 1031.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
69,Title,15c3dd8597bbb7be396397b9d285bc9a,Speaker Gource,"{'coordinates': {'points': ((295.0, 1131.0), (295.0, 1181.0), (476.0, 1181.0), (476.0, 1131.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
70,Title,6e2d85996e107d4e5bda75916b59e0e7,Pressure variations,"{'coordinates': {'points': ((734.0, 1310.0), (734.0, 1329.0), (982.0, 1329.0), (982.0, 1310.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
71,Title,528d4a653efec1754974ac0fb3303882,Speaker err),"{'coordinates': {'points': ((295.0, 1400.0), (295.0, 1442.0), (500.0, 1442.0), (500.0, 1400.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
72,Title,b329e5f2c301c84308d1842063b930e5,Density or Pressure,"{'coordinates': {'points': ((373.0, 1630.0), (373.0, 1710.0), (484.0, 1710.0), (484.0, 1630.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
73,Title,420546ada9ab31572fb3c88e8ba78854,Average density or pressure,"{'coordinates': {'points': ((1158.0, 1636.0), (1158.0, 1686.0), (1362.0, 1686.0), (1362.0, 1636.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
74,Title,28230e33045c763977c03242311a2092,Distance —» (c),"{'coordinates': {'points': ((715.0, 1754.0), (715.0, 1805.0), (890.0, 1805.0), (890.0, 1754.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
75,NarrativeText,56bec22d508b07560f05a6d6c46f957d,"Fig. 11.6: Sound propagates as density or pressure variations as shown in (a) and (b), (c) represents graphically the density and pressure variations.","{'coordinates': {'points': ((174.0, 1850.0), (174.0, 1904.0), (1479.0, 1904.0), (1479.0, 1850.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'parent_id': '28230e33045c763977c03242311a2092', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,28230e33045c763977c03242311a2092,
76,UncategorizedText,52587506d535414bc42adb96469172bb,130,"{'coordinates': {'points': ((234.0, 2022.0), (234.0, 2040.0), (276.0, 2040.0), (276.0, 2022.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'parent_id': '28230e33045c763977c03242311a2092', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,28230e33045c763977c03242311a2092,
77,Title,5d9478256c1401c618baaf7a00e3ca78,‘SCIENCE,"{'coordinates': {'points': ((1406.0, 2022.0), (1406.0, 2040.0), (1485.0, 2040.0), (1485.0, 2022.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
78,Title,4cab78091a4c8bbcf1b3cceaaffc8a41,Rationalised 2023-24,"{'coordinates': {'points': ((746.0, 2193.0), (746.0, 2209.0), (954.0, 2209.0), (954.0, 2193.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 4, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
79,NarrativeText,3ad4680854351efec6c82d7272b68d38,"density of the medium oscillates between a maximum value and a minimum value. The change in density from the maximum value to the minimum value, then again to the maximum value, makes one complete oscillation. The number of such oscillations per unit time is the frequency of the sound wave. If we can count the number of the compressions or rarefactions that cross us per unit time, we will get the frequency of the sound wave. It is usually represented by v (Greek letter, nu). Its SI unit is hertz (symbol, Hz).","{'coordinates': {'points': ((216.0, 241.0), (216.0, 669.0), (847.0, 669.0), (847.0, 241.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': '4cab78091a4c8bbcf1b3cceaaffc8a41', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4cab78091a4c8bbcf1b3cceaaffc8a41,
80,NarrativeText,0738bdb86515f3705409452d2439722c,"The time taken by two consecutive compressions or rarefactions to cross a fixed point is called the time period of the wave. In other words, we can say that the time taken for one complete oscillation is called the time period of the sound wave. It is represented by the symbol T. Its SI unit is second (s). Frequency and time period are related as follows:","{'coordinates': {'points': ((217.0, 674.0), (217.0, 970.0), (844.0, 970.0), (844.0, 674.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': '4cab78091a4c8bbcf1b3cceaaffc8a41', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4cab78091a4c8bbcf1b3cceaaffc8a41,
81,NarrativeText,9d02e25e01a5db7a2570e64929c47806,"v= T A violin and a flute may both be played at the same time in an orchestra. Both sounds travel through the same medium, that is, air and arrive at our ear at the same time. Both sounds travel at the same speed irrespective of the source. But the sounds we receive are different. This is due to the different characteristics associated with the sound. Pitch is one of the characteristics.","{'coordinates': {'points': ((220.0, 1019.0), (220.0, 1390.0), (841.0, 1390.0), (841.0, 1019.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': '4cab78091a4c8bbcf1b3cceaaffc8a41', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4cab78091a4c8bbcf1b3cceaaffc8a41,
82,NarrativeText,d58872cafb5460fcfbaa63a3a643c4c5,"How the brain interprets the frequency of an emitted sound is called its pitch. The faster the vibration of the source, the higher is the frequency and the higher is the pitch, as shown in Fig. 11.7. Thus, a high pitch sound corresponds to more number of compressions and rarefactions passing a fixed point per unit time.","{'coordinates': {'points': ((214.0, 1423.0), (214.0, 1701.0), (842.0, 1701.0), (842.0, 1423.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': '4cab78091a4c8bbcf1b3cceaaffc8a41', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4cab78091a4c8bbcf1b3cceaaffc8a41,
83,NarrativeText,d516e69b148821c36e708e3d581ddb1f,Objects of different sizes and conditions vibrate at different frequencies to produce sounds of different pitch.,"{'coordinates': {'points': ((213.0, 1703.0), (213.0, 1801.0), (841.0, 1801.0), (841.0, 1703.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': '4cab78091a4c8bbcf1b3cceaaffc8a41', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4cab78091a4c8bbcf1b3cceaaffc8a41,
84,NarrativeText,0e9bd97a3c9717c07b0637b4a8b9df48,"The magnitude of the maximum disturbance in the medium on either side of the mean value is called the amplitude of the wave. It is usually represented by the letter A,","{'coordinates': {'points': ((213.0, 1810.0), (213.0, 1948.0), (845.0, 1948.0), (845.0, 1810.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': '4cab78091a4c8bbcf1b3cceaaffc8a41', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,4cab78091a4c8bbcf1b3cceaaffc8a41,
85,Title,85989c41bdf77621d55873729d8f6e89,SOUND,"{'coordinates': {'points': ((219.0, 2023.0), (219.0, 2039.0), (281.0, 2039.0), (281.0, 2023.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
86,Title,c6d5d1705a45c56a50b95715bed93ef3,Rationalised 2023-24,"{'coordinates': {'points': ((746.0, 2193.0), (746.0, 2209.0), (954.0, 2209.0), (954.0, 2193.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
87,Title,d8ca05a0baf4994538dc7665a802055d,Wave disturbance,"{'coordinates': {'points': ((903.0, 229.0), (903.0, 267.0), (1021.0, 267.0), (1021.0, 229.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
88,Title,927d6e4b3fdc82947570c0ab3e0446d7,Time,"{'coordinates': {'points': ((1470.0, 336.0), (1470.0, 351.0), (1519.0, 351.0), (1519.0, 336.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
89,NarrativeText,f160a37e8c1d59eeec50ba4156454cf5,Wave shape for a low pitched sound,"{'coordinates': {'points': ((1013.0, 478.0), (1013.0, 502.0), (1447.0, 502.0), (1447.0, 478.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'parent_id': '927d6e4b3fdc82947570c0ab3e0446d7', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,927d6e4b3fdc82947570c0ab3e0446d7,
90,Title,59929128d0a79e9ab7db0e08eb8460b0,Wave disturbance,"{'coordinates': {'points': ((899.0, 531.0), (899.0, 569.0), (1017.0, 569.0), (1017.0, 531.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
91,Title,d0bb9d5ece66312e17a32f4a72d2da29,Time,"{'coordinates': {'points': ((1457.0, 637.0), (1457.0, 651.0), (1506.0, 651.0), (1506.0, 637.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 5, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
